Chris Andersen,anderch01,2009-10,Denver Nuggets,NBA,3650000.0
Chris Andersen,anderch01,2010-11,Denver Nuggets,NBA,4533300.0
Chris Andersen,anderch01,2011-12,Denver Nuggets,NBA,4234000.0
Chris Andersen,anderch01,2012-13,Denver Nuggets,NBA,4526000.0
Chris Andersen,anderch01,2012-13,Miami Heat,NBA,699952.0
Chris Andersen,anderch01,2013-14,Miami Heat,NBA,1399507.0
Chris Andersen,anderch01,2014-15,Miami Heat,NBA,5375000.0
Chris Andersen,anderch01,2015-16,Memphis Grizzlies,NBA,5000000.0
Chris Andersen,anderch01,2016-17,Charlotte Hornets,NBA,1551659.0
David Andersen,anderda03,2009-10,Houston Rockets,NBA,2300000.0
David Andersen,anderda03,2010-11,New Orleans Hornets,NBA,2500000.0
Alan Anderson,anderal01,2005-06,Charlotte Bobcats,NBA,398762.0
Alan Anderson,anderal01,2006-07,Charlotte Bobcats,NBA,102131.0
Alan Anderson,anderal01,2012-13,Toronto Raptors,NBA,885120.0
Alan Anderson,anderal01,2013-14,Brooklyn Nets,NBA,947907.0
Alan Anderson,anderal01,2014-15,Brooklyn Nets,NBA,1276061.0
Alan Anderson,anderal01,2015-16,Washington Wizards,NBA,4000000.0
Alan Anderson,anderal01,2016-17,Los Angeles Clippers,NBA,1315448.0
Andy Anderson,anderan01
Antonio Anderson,anderan02
Cliff Anderson,andercl01
Dan Anderson,anderda01
Dan Anderson,anderda02
Derek Anderson,anderde01,1997-98,Cleveland Cavaliers,NBA,1107240.0
Derek Anderson,anderde01,1998-99,Cleveland Cavaliers,NBA,1273000.0
Derek Anderson,anderde01,1999-00,Los Angeles Clippers,NBA,1439400.0
Derek Anderson,anderde01,2000-01,San Antonio Spurs,NBA,2250000.0
Derek Anderson,anderde01,2001-02,Portland Trail Blazers,NBA,6495000.0
Derek Anderson,anderde01,2002-03,Portland Trail Blazers,NBA,7144500.0
Derek Anderson,anderde01,2003-04,Portland Trail Blazers,NBA,7794000.0
Derek Anderson,anderde01,2004-05,Portland Trail Blazers,NBA,8443500.0
Derek Anderson,anderde01,2005-06,Portland Trail Blazers,NBA,9093000.0
